id,ru,en
PROJ_LIST_STATUS_IN_PROGRESS,🔧 В работе — этап: %s,🔧 In progress — stage: %s
PROJ_LIST_FAILED_DEADLINE,❌ Провален — хард-дедлайн истёк,❌ Failed — hard deadline expired
PROJ_LIST_BUDGET_FAILED,Бюджет: $0 (Провал),Budget: $0 (Failed)
PROJ_LIST_SOFT_INFO,Софт: %s (ост. %d дн.) | штраф -%d%%,Soft: %s (%d d. left) | penalty -%d%%
PROJ_LIST_HARD_INFO,Хард: %s (ост. %d дн.),Hard: %s (%d d. left)
PROJ_LIST_PROGRESS,Прогресс: %d%%,Progress: %d%%
UI_OPEN,Открыть,Open
LOG_MAX_PROJECTS,⚠ Максимум активных проектов достигнут! (%d),⚠ Max active projects reached! (%d)
LOG_PROJECT_ADDED,📋 Проект добавлен: %s (всего: %d),📋 Project added: %s (total: %d)
LOG_PROJECT_FAILED,❌ ПРОЕКТ ПРОВАЛЕН (хард-дедлайн): %s,❌ PROJECT FAILED (hard deadline): %s
LOG_PROJECT_FINISHED_LATE,⚠️ ПРОЕКТ ЗАВЕРШЁН С ПРОСРОЧКОЙ: %s | Штраф: -$%d | Выплата: $%d,⚠️ PROJECT FINISHED LATE: %s | Penalty: -$%d | Payout: $%d
LOG_PROJECT_FINISHED_ON_TIME,🎉 ПРОЕКТ ЗАВЕРШЁН ВОВРЕМЯ: %s | Выплата: $%d,🎉 PROJECT FINISHED ON TIME: %s | Payout: $%d
LOG_XP_GAIN,📈 %s получил %d XP за этап %s,📈 %s gained %d XP for stage %s
PROJ_SEL_LIMIT_TITLE,⚠ Достигнут лимит активных проектов (%d из %d),⚠ Max active projects reached (%d out of %d)
PROJ_SEL_LIMIT_HINT,Завершите текущие проекты или прокачайте навык PM для увеличения лимита.,Complete current projects or upgrade PM skills to increase the limit.
PROJ_SEL_TIME_TITLE,🕐 Босс не хочет обсуждать проекты после %d:00,🕐 Boss doesn't want to discuss projects after %d:00
PROJ_SEL_TIME_HINT,Приходите завтра утром.,Come back tomorrow morning.
PROJ_SEL_WEEK_DONE,Все проекты на этой неделе выбраны!,All projects for this week have been selected!
PROJ_SEL_WORK_LABEL,Работы:,Work:
PROJ_SEL_BOSS_MEETING,⏱ Обсуждение с боссом: %d ч.,⏱ Boss meeting: %d h.
PROJ_SEL_BUDGET_LABEL,Бюджет %s,Budget %s
PROJ_SEL_BTN_LIMIT,Лимит,Limit
PROJ_SEL_BTN_LATE,Поздно,Late
PROJ_SEL_BTN_SELECT,Выбрать,Select
PROJ_SEL_SOFT_DAYS,Софт: %d дн. (штраф -%d%%),Soft: %d d. (penalty -%d%%)
PROJ_SEL_HARD_DAYS,Хард: %d дн. (провал = $0),Hard: %d d. (fail = $0)
PROJECT_ASSIGN_WORKER_SHORT,Назначить,Assign
STAGE_SHORT_BA,BA,BA
STAGE_SHORT_DEV,DEV,DEV
STAGE_SHORT_QA,QA,QA
PROJ_WIN_MONTH_SHORT,Мес. %d,Mo. %d
PROJ_WIN_DEADLINE_COMBINED,Софт: %s (%d дн. -%d%%) | Хард: %s (%d дн.),Soft: %s (%d d. -%d%%) | Hard: %s (%d d.)
PROJ_WIN_BTN_START,Начать проект,Start Project
LOG_PROJECT_STARTED,КНОПКА СТАРТ: Записано время старта проекта %s: %f,START BUTTON: Recorded start time for project %s: %f
LOG_WARN_ALREADY_ASSIGNED,⚠️ Этот сотрудник уже назначен на этот этап!,⚠️ This employee is already assigned to this stage!
LOG_EMP_ASSIGNED,✅ Назначен: %s на этап %s (всего: %d),✅ Assigned: %s to stage %s (total: %d)
LOG_EMP_REMOVED,❌ Снят: %s с этапа %s (осталось: %d),❌ Removed: %s from stage %s (remaining: %d)
ASSIGN_MENU_CURRENT,  [текущий],  [current]
ASSIGN_MENU_NO_STAFF,⚠ Нет доступных сотрудников!,⚠ No employees available!
LOG_WARN_ALREADY_AT_DESK,Этот сотрудник уже сидит за этим столом!,This employee is already at this desk!
LOG_EMP_RELEASED,🔄 %s освобождён от текущего стола,🔄 %s released from current desk
LOG_EMP_MOVED_DESK,🔄 %s снят со стола: %s,🔄 %s removed from desk: %s
LOG_EMP_ORDER_DESK,✅ %s получил приказ идти к столу!,✅ %s ordered to move to desk!
MENU_SUBTITLE,Симулятор офисного выживания,Office Survival Simulator
MENU_CONTINUE,Продолжить,Continue
MENU_NEW_GAME,Новая игра,New Game
MENU_SETTINGS,Настройки,Settings
MENU_QUIT,Выход,Quit
MENU_LOADING,Загрузка...,Loading...
MENU_LANGUAGE,Язык,Language
MENU_MUSIC_VOLUME,Музыка,Music
MENU_SFX_VOLUME,Эффекты,SFX
MENU_BACK,Назад,Back
PAUSE_TITLE,Пауза,Pause
PAUSE_RESUME,Продолжить,Resume
PAUSE_SAVE,Сохранить,Save Game
PAUSE_SAVED,Сохранено!,Saved!
PAUSE_MAIN_MENU,В главное меню,Main Menu
TUTORIAL_TITLE,😤 Обучение,😤 Tutorial
TUTORIAL_BOSS_SAYS,Босс говорит...,Boss says...
TUTORIAL_BTN_NEXT,Далее →,Next →
TUTORIAL_BTN_FINISH,За работу! 💼,Let's work! 💼
TUTORIAL_TITLE,😤 Обучение,😤 Tutorial
TUTORIAL_BOSS_SAYS,Босс говорит...,Boss says...
TUTORIAL_BTN_NEXT,Далее →,Next →
TUTORIAL_BTN_FINISH,За работу! 💼,Let's work! 💼
TUTORIAL_STEP_1,"Значит так, новенький. У меня мало времени, так что слушай внимательно.\n\nПеремещаешься — WASD. Камера — колёсико мыши. Взаимодействие с объектами — клавиша E.\n\nЭто всё, что тебе нужно знать про кнопки. Дальше — голова.","Right then, newbie. I don't have much time, so listen carefully.\n\nMove — WASD. Camera — mouse wheel. Interact with objects — E key.\n\nThat's all you need to know about buttons. The rest is brains."
TUTORIAL_STEP_2,"Тебя наняли проектным менеджером. Не спрашивай, чья это была идея.\n\nБерёшь проекты, укладываешься в сроки, следишь за сотрудниками и зарабатываешь деньги. Всё просто — на словах.\n\nЕсли баланс уйдёт в минус, а заказчики начнут жаловаться — виноват будешь ты. Не я.","You were hired as a project manager. Don't ask whose idea that was.\n\nTake projects, meet deadlines, manage employees, make money. Simple — in theory.\n\nIf the balance goes negative and clients start complaining — that's on you. Not me."
TUTORIAL_STEP_3,"Я — босс. Кабинет справа по коридору.\n\nРаз в месяц приходишь ко мне — я даю задачи. Справишься — хорошо. Провалишь — я запомню.\n\nСейчас иди ко мне и возьми первое задание. Пока ты этого не сделаешь, проекты я тебе выдавать не буду.","I'm the boss. Office is to the right down the corridor.\n\nOnce a month you come to me — I give assignments. Succeed — good. Fail — I'll remember.\n\nGo to me now and pick up your first task. Until you do, I won't be giving you any projects."
TUTORIAL_STEP_4,"По коридору дальше — отдел кадров. Там ты нанимаешь сотрудников.\n\nБез команды работать некому. Логично, правда?\n\nТолько помни: каждый нанятый — это зарплата каждый день. Так что не набирай всех подряд.","Further down the corridor is HR. That's where you hire employees.\n\nNo team — no one to work. Logical, right?\n\nJust remember: every hire means a daily salary. So don't just hire everyone you see."
TUTORIAL_STEP_5,"Твоё рабочее место — чуть выше на экране. Подойди, нажми E.\n\nТам ты видишь все свои проекты, назначаешь исполнителей на этапы и запускаешь работу.\n\nБез нажатия «Начать проект» ничего не произойдёт. Люди не телепаты.","Your workstation is just above you on screen. Walk up, press E.\n\nThere you see all your projects, assign workers to stages, and start work.\n\nWithout pressing 'Start Project' nothing will happen. People aren't mind readers."
TUTORIAL_STEP_6,"Сотрудников мало нанять — их нужно посадить за столы.\n\nПодходишь к столу, жмёшь E, выбираешь работника. Без рабочего места они будут бродить по офису как туристы.\n\nМне туристы в офисе не нужны.","Hiring employees isn't enough — you need to seat them at desks.\n\nWalk up to a desk, press E, choose a worker. Without a workspace they'll wander around the office like tourists.\n\nI don't need tourists in my office."
TUTORIAL_STEP_7,"Всё. Больше разжёвывать не собираюсь — ты взрослый человек. Наверное.\n\nДедлайны тикают, заказчики ждут, деньги сами не появятся. Вперёд.\n\nНасчёт твоей зарплаты — не сейчас. Сначала докажи, что ты её заслуживаешь.","That's it. I'm not going to spoon-feed you anymore — you're an adult. Presumably.\n\nDeadlines are ticking, clients are waiting, money won't appear on its own. Get going.\n\nAs for your salary — not now. First prove you deserve one."
TAB_ACTIVE_PROJECTS,Активные проекты,Active Projects
TAB_COMPLETED_PROJECTS,Завершенные проекты,Completed Projects
HR_ROLE_TIME_H_M,Время поиска: %s ч. %s мин. ,Search will take: %s h. %s min. 
EVENT_SICK_TITLE,Болезнь сотрудника,Employee Illness
EVENT_SICK_DESC,%s слёг с температурой и не может выйти на работу.,%s has fallen ill and cannot come to work.
EVENT_SICK_CHOICE_CURE,Оплатить экспресс-лечение ($%d),Pay for express treatment ($%d)
EVENT_SICK_CURE_DESC,Вернётся завтра.,Will return tomorrow.
EVENT_SICK_CHOICE_LEAVE,Отправить на больничный,Send on sick leave
EVENT_SICK_LEAVE_DESC,Вернётся через %d дн. Бесплатно. Зарплата сохраняется.,Will return in %d days. Free. Salary is preserved.
EVENT_DAYOFF_TITLE,Просьба об отгуле,Request for Day Off
EVENT_DAYOFF_DESC,"%s подходит к вам: ""У меня срочная ситуация дома, можно я уйду на сегодня?""","%s approaches you: ""I have an urgent situation at home, can I leave for today?"""
EVENT_DAYOFF_CHOICE_ALLOW,Отпустить,Let them go
EVENT_DAYOFF_ALLOW_DESC,Уйдёт до конца дня. Завтра вернётся с бонусом +10% к эффективности.,Will leave for the day. Tomorrow returns with +10% efficiency bonus.
EVENT_DAYOFF_CHOICE_DENY,Отказать,Deny
EVENT_DAYOFF_DENY_DESC,Останется работать с -20% эффективностью до конца дня.,Will stay working but with -20% efficiency until end of day.
ROSTER_STATUS_SICK,🤒 Болеет (%d дн.),🤒 Sick (%d d.)
ROSTER_STATUS_DAYOFF,🏠 В отгуле,🏠 Day off
ROSTER_STATUS_BUFF,💚 Мотивирован,💚 Motivated
ROSTER_STATUS_DEBUFF,😤 Раздражён,😤 Irritated
EMP_ACTION_SICK_LEAVE,🤒 На больничном,🤒 Sick leave
EMP_ACTION_DAY_OFF,🏠 В отгуле,🏠 Day off
MOOD_ZONE_MISERABLE,Подавлен,Miserable
MOOD_ZONE_SAD,Грустит,Sad
MOOD_ZONE_NORMAL,Нормально,Normal
MOOD_ZONE_GOOD,Хорошо,Good
MOOD_ZONE_HAPPY,Счастлив,Happy
ROSTER_MOOD,🎭 Настроение: %d (%s),🎭 Mood: %d (%s)
ROSTER_EFF_BREAKDOWN_TITLE,⚙️ Из чего складывается:,⚙️ Efficiency breakdown:
ROSTER_EFF_BREAKDOWN_MOOD,🎭 Настроение: %s (%d) → %s,🎭 Mood: %s (%d) → %s
ROSTER_EFF_BREAKDOWN_ENERGY,⚡ Энергия: %d%% → %s,⚡ Energy: %d%% → %s
ROSTER_EFF_BREAKDOWN_TRAITS,🧬 Трейты: %s,🧬 Traits: %s
ROSTER_EFF_BREAKDOWN_MOTIVATION,🔥 Мотивация: %s,🔥 Motivation: %s
ROSTER_EFF_BREAKDOWN_EVENTS,🎲 Ивенты: %s,🎲 Events: %s
ROSTER_EFF_BREAKDOWN_TOTAL,📊 Итого: %s,📊 Total: %s
MOOD_MOD_HAS_DESK,Есть рабочее задание,Has work assignment
MOOD_MOD_NO_DESK,Нет рабочего задания,No work assignment
ROSTER_MOOD_BREAKDOWN_TITLE,🎭 Из чего складывается настроение:,🎭 Mood breakdown:
ROSTER_MOOD_BREAKDOWN_BASE,База: %d,Base: %d
ROSTER_MOOD_BREAKDOWN_TARGET,🎯 Естественный уровень: %d,🎯 Natural target: %d
ROSTER_MOOD_BREAKDOWN_CURRENT,📍 Текущее: %d,📍 Current mood: %d
ROSTER_MOOD_BREAKDOWN_CURRENT,📍 Текущее: %d,📍 Current mood: %d
ROSTER_MOOD_BREAKDOWN_PERMANENT,📌 Постоянные:,📌 Permanent:
ROSTER_MOOD_BREAKDOWN_TEMPORARY,⏳ Временные:,⏳ Temporary:
MOOD_MOD_COFFEE,Выпил кофе,Had coffee
MOOD_MOD_TOILET,Сходил в туалет,Used toilet
MOOD_MOD_STAGE_COMPLETE,Завершил этап,Completed stage
MOOD_MOD_LEVEL_UP,Повышение уровня!,Level up!
MOOD_MOD_PROJECT_SUCCESS,Проект успешен,Project succeeded
MOOD_MOD_PROJECT_FAILED,Проект провален,Project failed
MOOD_MOD_TRAIT_FAST_LEARNER,Трейт: Быстрый ум,Trait: Fast Learner
MOOD_MOD_TRAIT_ENERGIZER,Трейт: Энерджайзер,Trait: Energizer
MOOD_MOD_TRAIT_EARLY_BIRD,Трейт: Ранняя пташка,Trait: Early Bird
MOOD_MOD_TRAIT_CHEAP_HIRE,Трейт: Скромный,Trait: Modest
MOOD_MOD_TRAIT_COFFEE_LOVER,Трейт: Кофеман,Trait: Coffee Addict
MOOD_MOD_TRAIT_TOILET_LOVER,Трейт: Любит покакать,Trait: Toilet Lover
MOOD_MOD_TRAIT_SLOWPOKE,Трейт: Тормоз,Trait: Slowpoke
MOOD_MOD_TRAIT_EXPENSIVE,Трейт: Зазнайка,Trait: Pricey
TRAIT_OPTIMIST,😊 Оптимист,😊 Optimist
TRAIT_PESSIMIST,😞 Пессимист,😞 Pessimist
TRAIT_ATHLETIC,🏃 Спортсмен,🏃 Athletic
TRAIT_SLEEPYHEAD,😴 Соня,😴 Sleepyhead
TRAIT_DESC_OPTIMIST,Позитивный взгляд на жизнь. +8 к настроению.,Positive outlook on life. +8 to mood.
TRAIT_DESC_PESSIMIST,Всегда ожидает худшего. -8 к настроению.,Always expects the worst. -8 to mood.
TRAIT_DESC_ATHLETIC,Бодрый по утрам. До 13:00: +3 настроение и +5% эффективность.,Energetic in the mornings. Before 13:00: +3 mood and +5% efficiency.
TRAIT_DESC_SLEEPYHEAD,Клюёт носом после обеда. После 14:00: -3 настроение и -5% эффективность.,Drowsy after lunch. After 14:00: -3 mood and -5% efficiency.
MOOD_MOD_ATHLETIC_ACTIVE,🏃 Спортсмен (до 13:00),🏃 Athletic (before 13:00)
MOOD_MOD_ATHLETIC_INACTIVE,🏃 Спортсмен (неактивен),🏃 Athletic (inactive)
MOOD_MOD_SLEEPYHEAD_ACTIVE,😴 Соня (после 14:00),😴 Sleepyhead (after 14:00)
MOOD_MOD_SLEEPYHEAD_INACTIVE,😴 Соня (неактивен),😴 Sleepyhead (inactive)
MOOD_MOD_DAYOFF_ALLOW,Благодарен за отгул,Grateful for day off
MOOD_MOD_DAYOFF_DENY,Обижен за отказ в отгуле,Upset about denied day off
EVENT_SCOPE_TITLE,Расширение скоупа,Scope Expansion
EVENT_SCOPE_DESC,Клиент %s просит добавить функционал в проект «%s».,"Client %s asks to add features to project ""%s""."
EVENT_SCOPE_CHOICE_ACCEPT,Согласиться,Accept
EVENT_SCOPE_ACCEPT_DESC,"+%d%% работы на текущем этапе, +%d%% бюджета. Дедлайн без изменений.","+%d%% work on current stage, +%d%% budget. Deadline unchanged."
EVENT_SCOPE_CHOICE_DECLINE,Отказать,Decline
EVENT_SCOPE_DECLINE_DESC,Лояльность клиента снизится на 1.,Client loyalty will decrease by 1.
EVENT_REVIEW_TITLE,Отзыв клиента,Client Review
EVENT_REVIEW_DESC,Клиент %s доволен работой над «%s» и готов оставить отзыв.,"Client %s is satisfied with ""%s"" and is ready to leave a review."
EVENT_REVIEW_CHOICE_REVIEW,Попросить отзыв,Ask for Review
EVENT_REVIEW_REVIEW_DESC,+2 лояльности клиента.,+2 client loyalty.
EVENT_REVIEW_CHOICE_BONUS,Попросить бонус,Ask for Bonus
EVENT_REVIEW_BONUS_DESC,Получить +$%d (10%% бюджета проекта).,Receive +$%d (10%% of project budget).
EVENT_CANCEL_TITLE,Разрыв контракта,Contract Cancelled
EVENT_CANCEL_DESC,"Клиент %s сообщил, что больше не нуждается в проект�� «%s». Контракт расторгнут.","Client %s has informed that project ""%s"" is no longer needed. Contract terminated."
EVENT_CANCEL_CHOICE_OK,Понятно,Understood
EVENT_CANCEL_OK_DESC,Получить $%d неустойку (30%% бюджета).,Receive $%d penalty fee (30%% of budget).
EVENT_JUNIOR_TITLE,Ошибка джуниора,Junior's Mistake
EVENT_JUNIOR_DESC,%s допустил ошибку на этапе «%s» проекта «%s». Нужно переделывать часть работы.,"%s made a mistake on stage ""%s"" of project ""%s"". Part of the work needs to be redone."
EVENT_JUNIOR_CHOICE_SCOLD,Отчитать при всех,Scold publicly
EVENT_JUNIOR_SCOLD_DESC,"+%d%% доп. работы (вдвое меньше), но -10 настроения на 2 суток.","+%d%% extra work (halved), but -10 mood for 2 days."
EVENT_JUNIOR_CHOICE_HELP,Помочь разобраться,Help out
EVENT_JUNIOR_HELP_DESC,"+%d%% доп. работы, +5 настроения, ×1.5 XP за этап.","+%d%% extra work, +5 mood, ×1.5 XP for this stage."
EVENT_UNKNOWN_CLIENT,Неизвестный клиент,Unknown client
MOOD_MOD_SCOLDED,Отчитан при всех,Scolded publicly
MOOD_MOD_HELPED,Помощь от PM,Help from PM
EMP_ACTION_GOING_LUNCH,Идёт на обед,Going to lunch
EMP_ACTION_LUNCH_FRIDGE,Берёт еду,Getting food
EMP_ACTION_LUNCH_KITCHEN,Готовит,Cooking
EMP_ACTION_LUNCH_EATING,Обедает,Having lunch
MOOD_MOD_LUNCH,Пообедал,Had lunch
ROSTER_STATUS_GOING_LUNCH,🍽️ Идёт на обед,🍽️ Going to lunch
ROSTER_STATUS_LUNCH_FRIDGE,🍽️ Берёт еду,🍽️ Getting food
ROSTER_STATUS_LUNCH_KITCHEN,🍽️ Готовит,🍽️ Cooking
ROSTER_STATUS_LUNCH_EATING,🍽️ Обедает,🍽️ Having lunch
TITLE_MY_PROJECTS,Мои проекты ,My Projects 
TITLE_HIRING_MENU,Найм сотрудников ,Hiring 
PROJ_FIX_BUG,Исправление бага,Fix Bug
PROJ_TEST_FORM,Тестирование формы,Test Form
PROJ_WRITE_TZ,Написание ТЗ,Write Spec
PROJ_FIX_LAYOUT,Правка верстки,Fix Layout
PROJ_TEST_AUTH,Тест авторизации,Test Auth
PROJ_COMPETITOR_ANALYSIS,Анализ конкурентов,Competitor Analysis
PROJ_UPDATE_PLUGINS,Обновление плагинов,Update Plugins
PROJ_SMOKE_TEST,Смок-тестирование,Smoke Testing
PROJ_USER_STORY,Написание User Story,Write User Story
PROJ_OPTIMIZE_DB,Оптимизация БД,Optimize DB
PROJ_TEST_API_ENDPOINT,Тестирование API,Test API Endpoint
PROJ_GATHER_REQ,Сбор требований,Gather Requirements
PROJ_REFACTOR_CODE,Рефакторинг кода,Refactor Code
PROJ_REGRESSION_TEST,Регрессионный тест,Regression Test
PROJ_CUSTDEV,Проведение CustDev,CustDev
PROJ_FAQ,Страница FAQ,FAQ Page
PROJ_API,Разработка REST API,REST API
PROJ_FORM_DESC,Проектирование формы,Form Design
PROJ_FILTERS,Фильтры поиска,Search Filters
PROJ_MODULE_TEST,Тест требований модуля,Test Module Reqs
PROJ_REPORT,Система отчетов,Report System
PROJ_PAYMENT_GATEWAY,Платежный шлюз,Payment Gateway
PROJ_USER_ROLES,Ролевая модель,User Roles
PROJ_EMAIL_NOTIF,Email-уведомления,Email Notifications
PROJ_DATA_EXPORT,Экспорт данных,Data Export
PROJ_LOAD_TEST_PLAN,План нагрузочного теста,Load Test Plan
PROJ_PUSH_NOTIF,Push-уведомления,Push Notifications
PROJ_ONBOARDING,Онбординг пользователей,User Onboarding
PROJ_SECURITY_AUDIT,Аудит безопасности,Security Audit
PROJ_ANALYTICS_SETUP,Настройка аналитики,Analytics Setup
PROJ_LANDING,Landing Page,Landing Page
PROJ_SITE_CARD,Сайт-визитка,Business Card Site
PROJ_CRM_TAXI,CRM для такси,Taxi CRM
PROJ_AUTH_MODULE,Модуль авторизации,Auth Module
PROJ_SHOP,Интернет-магазин,Online Store
PROJ_ORDERS,Система заказов,Order System
PROJ_CHAT,Онлайн-чат,Live Chat
PROJ_DASHBOARD,Админ-панель,Admin Dashboard
PROJ_FORUM,Форум пользователей,User Forum
PROJ_BLOG,Корпоративный блог,Corporate Blog
PROJ_PORTFOLIO,Платформа портфолио,Portfolio Platform
PROJ_SUPPORT_TICKETS,Система тикетов,Support Ticketing
PROJ_INVENTORY,Система склада,Inventory System
PROJ_BOOKING,Система бронирования,Booking System
PROJ_MOBILE_APP,MVP моб. приложения,Mobile App MVP
DAY_SUMMARY_PROJ_COST_INFO, · Затраты: $%d / Прибыль: $%d, · Cost: $%d / Profit: $%d
DAY_SUMMARY_PROJ_COST_LOST, · Потеряно на ЗП: $%d, · Salary lost: $%d
INCOME_PROJECT,Проект: %s,Project: %s
INCOME_CLIENT_BONUS,Бонус от %s,Bonus from %s
INCOME_CONTRACT_CANCEL,Неустойка: %s,Penalty: %s
EXPENSE_CURE,Лечение: %s,Treatment: %s
DAY_SUMMARY_INCOME_DETAILS,Детализация доходов:,Income details:
DAY_SUMMARY_EVENT_EXPENSES,Прочие расходы:,Other expenses:
DAY_SUMMARY_EMP_STATS_FULL,Всего: %d · Работали: %d · Простой: %d · Отсутствуют: %d,Total: %d · Worked: %d · Idle: %d · Absent: %d
DAY_SUMMARY_EMP_SICK,На больничном,On sick leave
DAY_SUMMARY_EMP_DAYOFF,В отгуле,On day off
DAY_SUMMARY_EMP_ON_SICK,больничный,sick leave
DAY_SUMMARY_EMP_ON_DAYOFF,отгул,day off
MOOD_MOD_MOTIVATED,🔥 Замотивирован,🔥 Motivated
MOOD_MOD_LOW_ENERGY,⚡ Мало энергии,⚡ Low energy
MOOD_MOD_VERY_LOW_ENERGY,⚡ Критически мало энергии,⚡ Very low energy
LOG_NEW_DAY,Начало нового рабочего дня.,Start of a new working day.
LOG_SICK_EXPRESS_CURE,🏥 %s: экспресс-лечение за $%d,🏥 %s: express treatment for $%d
LOG_SICK_LEAVE,🤒 %s: больничный на %d дн.,🤒 %s: sick leave for %d days
LOG_DAYOFF_ALLOWED,🏠 %s отпущен домой,🏠 %s was allowed to leave
LOG_DAYOFF_DENIED,😤 %s: отгул отклонён,😤 %s: day off denied
LOG_SCOPE_EXPANDED,📦 Скоуп +%d%% для «%s»,"📦 Scope +%d%% for ""%s"""
LOG_CONTRACT_CANCELLED,💔 Контракт расторгнут: «%s»,"💔 Contract cancelled: ""%s"""
LOG_DISCUSSION_STARTED,🤝 Обсуждение начато: %s,🤝 Discussion started: %s
LOG_DISCUSSION_FINISHED,✅ Проект взят: %s,✅ Project taken: %s
LOG_HR_SEARCH_DONE,✅ Поиск завершён: %s,✅ Search complete: %s
LOG_PROJECT_FINISHED,🎉 Проект завершён: «%s»,"🎉 Project finished: ""%s"""
LOG_STAGE_COMPLETED,✅ Этап %s завершён: «%s»,"✅ Stage %s completed: ""%s"""
LOG_PANEL_TITLE,📋 Журнал,📋 Journal
EMPLOYMENT_TYPE_FREELANCER,Фрилансер,Freelancer
EMPLOYMENT_TYPE_CONTRACTOR,Контрактник,Contractor
ROSTER_FIRE_SEVERANCE,💰 Компенсация при увольнении: $%d,💰 Severance pay: $%d
ROSTER_FIRE_SEVERANCE_WARNING,⚠️ Внимание! Баланс станет: $%d,⚠️ Warning! Balance will be: $%d
MOOD_MOD_COLLEAGUE_FIRED,Уволили коллегу,Colleague was fired
LOG_HIRE_EMPLOYEE,📋 Нанят %s: %s (%s $%d/мес),📋 Hired %s: %s (%s $%d/mo)
LOG_FIRE_CONTRACTOR,🔥 Уволен контрактник %s. Компенсация: $%d,🔥 Contractor %s fired. Severance: $%d
LOG_FIRE_FREELANCER,🔥 Уволен фрилансер %s (без компенсации),🔥 Freelancer %s fired (no severance)
LOG_SEVERANCE_PAID,💰 Выплачена компенсация %s: $%d,💰 Severance paid for %s: $%d
EVENT_FREELANCER_LEAVE_TITLE,Фрилансер уходит,Freelancer Leaving
EVENT_FREELANCER_SOFT_DESC,"%s (%s) подходит к вам:

«%s»

Планирует уйти через %d дн.","%s (%s) approaches you:

""%s""

Planning to leave in %d day(s)."
EVENT_FREELANCER_HARD_DESC,"%s (%s) подходит к вам:

«%s»

Уходит прямо сейчас!","%s (%s) approaches you:

""%s""

Leaving right now!"
EVENT_FREELANCER_LEAVE_OK,Понятно,Got it
EVENT_FREELANCER_LEAVE_OK_DESC,Принять к сведению. ,Duly noted. 
FREELANCER_REASON_1,Нашёл более интересный проект на стороне.,Found a more interesting project elsewhere.
FREELANCER_REASON_2,Устал от рутины — хочу попробовать что-то новое.,Tired of routine — want to try something new.
FREELANCER_REASON_3,Получил предложение с лучшими условиями.,Got an offer with better terms.
FREELANCER_REASON_4,Мне нужен перерыв — выгорание подкралось незаметно.,I need a break — burnout crept up on me.
FREELANCER_REASON_5,Решил сменить направление в карьере.,Decided to change my career direction.
LOG_FREELANCER_SUDDEN_LEAVE,🚪 Фрилансер %s внезапно покинул компанию!,🚪 Freelancer %s suddenly left the company!
LOG_FREELANCER_WARN_LEAVE,⚠️ Фрилансер %s собирается уйти через %d дн.,⚠️ Freelancer %s is leaving in %d day(s).
LOG_FREELANCER_DEPARTED,🚪 Фрилансер %s покинул компанию (отработал %d дн.),🚪 Freelancer %s left the company (worked %d day(s))
EXPENSE_SEVERANCE,💰 Компенсация: %s,💰 Severance: %s
TOOLTIP_FREELANCER,"Фрилансер: чуть дороже контрактника, но может уйти в любой момент. Не растёт по опыту (не получает XP). При увольнении не требует компенсации.","Freelancer: slightly more expensive, but may leave at any time. Does not gain experience (no XP). No severance pay when fired."
TOOLTIP_CONTRACTOR,"Контрактник: стабильный сотрудник, растёт по опыту (получает XP). При увольнении требуется компенсация: $%d–$%d.","Contractor: stable employee, gains experience (earns XP). Cannot leave on their own. Severance pay when fired: $%d–$%d."
FREE_CAMERA_HINT,Свободная камера — WASD для обзора,Free camera — WASD to look around
ROSTER_EFF_BREAKDOWN_AURA,👁️ Аура PM: %s,👁️ PM Aura: %s
MOOD_MOD_MICROMANAGEMENT,😠 Микроменеджмент,😠 Micromanagement
LOG_RAISE_REQUEST,💰 %s просит повышение ЗП (грейд: %s),💰 %s is requesting a raise (grade: %s)
LOG_RAISE_ACCEPTED,💰 %s: ЗП повышена $%d → $%d,💰 %s: salary raised $%d → $%d
LOG_RAISE_DENIED,💰 %s: запрос на повышение ЗП отклонён,💰 %s: raise request denied
LOG_RAISE_IGNORED_1,⚠️ %s всё ещё ждёт ответа на запрос повышения ЗП,⚠️ %s is still waiting for a raise response
LOG_RAISE_IGNORED_3,😠 %s крайне недоволен тем что его запрос на повышение игнорируется,😠 %s is very unhappy that their raise request is being ignored
LOG_RAISE_QUIT,🚪 %s уволился из-за игнорирования запроса на повышение ЗП,🚪 %s quit because their raise request was ignored
EVENT_RAISE_TITLE,Запрос повышения ЗП,Raise Request
EVENT_RAISE_DESC,"%s достиг грейда %s и просит повышение зарплаты.
Текущая ЗП: $%d
Желаемая ЗП: $%d","%s has reached grade %s and is requesting a raise.
Current salary: $%d
Requested salary: $%d"
EVENT_RAISE_CHOICE_ACCEPT,Принять,Accept
EVENT_RAISE_ACCEPT_DESC,Повысить ЗП до $%d,Raise salary to $%d
EVENT_RAISE_CHOICE_DENY,Отказать,Deny
EVENT_RAISE_DENY_DESC,Отклонить запрос на повышение,Decline the raise request
EVENT_HUNTING_TITLE,Предложение от конкурента,Offer from a competitor
EVENT_HUNTING_DESC,"%s получил предложение от конкурента.
Текущая ЗП: $%d
Предложенная ЗП: $%d","%s has received an offer from a competitor.
Current salary: $%d
Offered salary: $%d"
EVENT_HUNTING_QUIT_TITLE,Сотрудник уходит к конкуренту,Employee leaving for competitor
EVENT_HUNTING_QUIT_DESC,%s принял предложение конкурента и уходит через %d дн.,%s has accepted a competitor's offer and is leaving in %d day(s).
MOOD_MOD_RAISE_ACCEPTED,💰 Повышение ЗП,💰 Got a raise
